titulo,preco_antigo,preco_novo,desconto,link
Manta Líquida Sikafill Rápido Branco 15 Kg Sika Acabamento Mate,322,"R$322,35",,https://www.mercadolivre.com.br/manta-liquida-sikafill-rapido-branco-15-kg-sika-acabamento-mate/p/MLB25433977?pdp_filters=item_id%3AMLB5284147052#polycard_client=offers&wid=MLB5284147052&sid=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
Kit Anti-acne Avançado,260,"R$207,40",20% OFF,https://www.mercadolivre.com.br/kit-anti-acne-avancado/p/MLB35295376?pdp_filters=item_id%3AMLB4579531018#polycard_client=offers&wid=MLB4579531018&sid=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
Cafeteira Portátil Nescafé Dolce Gusto Arno Mini Me Automática Vermelha E Preta Para Cápsulas Monodose 220v,579,"R$426,55",26% OFF,https://www.mercadolivre.com.br/cafeteira-portatil-nescafe-dolce-gusto-arno-mini-me-automatica-vermelha-e-preta-para-capsulas-monodose-220v/p/MLB15154784?pdp_filters=item_id%3AMLB3285358470#polycard_client=offers&wid=MLB3285358470&sid=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
Calça Jeans Plus Size Cintura Alta Elastano Lycra Modeladora,88,"R$57,83",35% OFF,https://produto.mercadolivre.com.br/MLB-4048023292-calca-jeans-plus-size-cintura-alta-elastano-lycra-modeladora-_JM#polycard_client=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
Relógio Feminino+ Kit Colar Brincos Pulseira Folheado A Ouro,78,"R$78,90",,https://produto.mercadolivre.com.br/MLB-2119859755-relogio-feminino-kit-colar-brincos-pulseira-folheado-a-ouro-_JM#polycard_client=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
Lavadora Neo Eco 10kg Branca 127v Suggar - Le1011br,613,"R$453,99",26% OFF,https://produto.mercadolivre.com.br/MLB-3647253553-lavadora-neo-eco-10kg-branca-127v-suggar-le1011br-_JM#polycard_client=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
Prancha De Cabelo Mq Pro 480°f Titânio Bivolt Automatico,847,R$429,49% OFF,https://www.mercadolivre.com.br/prancha-de-cabelo-mq-pro-480f-titnio-bivolt-automatico/p/MLB25246255?pdp_filters=item_id%3AMLB3229545552#polycard_client=offers&wid=MLB3229545552&sid=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
"Tablet Positivo Vision Tab 10 4gb 128gb 10,1 Hd Ips Preto",1.024,R$839,18% OFF,https://www.mercadolivre.com.br/tablet-positivo-vision-tab-10-4gb-128gb-101-hd-ips-preto/p/MLB42191536?pdp_filters=item_id%3AMLB3980884047#polycard_client=offers&wid=MLB3980884047&sid=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
Cafeteira Portátil Nescafé Dolce Gusto Arno Mini Me Automática Preta Para Cápsulas Monodose 220v,579,"R$426,55",26% OFF,https://www.mercadolivre.com.br/cafeteira-portatil-nescafe-dolce-gusto-arno-mini-me-automatica-preta-para-capsulas-monodose-220v/p/MLB15154780?pdp_filters=item_id%3AMLB3163538280#polycard_client=offers&wid=MLB3163538280&sid=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
Sandália Feminina Brilho Strass Tendência Moda Original,78,"R$54,75",30% OFF,https://produto.mercadolivre.com.br/MLB-3444315887-sandalia-feminina-brilho-strass-tendncia-moda-original-_JM#polycard_client=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
Impressora Multifuncional Brother Dcp- 1632w Laser Mono Wifi 110v,2.199,R$1.429,34% OFF,https://www.mercadolivre.com.br/impressora-multifuncional-brother-dcp-1632w-laser-mono-wifi-110v/p/MLB45574402?pdp_filters=item_id%3AMLB5277490146#polycard_client=offers&wid=MLB5277490146&sid=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
Máquina De Lavar Cwn13ab 13kg Branca Consul Cor Branco 110v,1.899,R$1.799,5% OFF,https://www.mercadolivre.com.br/maquina-de-lavar-cwn13ab-13kg-branca-consul-cor-branco-110v/p/MLB38930889?pdp_filters=item_id%3AMLB5120909810#polycard_client=offers&wid=MLB5120909810&sid=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
Puff Maça Com Enchimento  -  Varias Cores,498,"R$298,80",40% OFF,https://produto.mercadolivre.com.br/MLB-3278179719-puff-maca-com-enchimento-varias-cores-_JM#polycard_client=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
"Cadeira Premium Barberia Cadeira Reclinável Pneumática Giratória De 360°, Cor Preta, Formato De Base Redonda",5.908,R$3.371,42% OFF no Pix,https://produto.mercadolivre.com.br/MLB-4267950006-cadeira-premium-barberia-cadeira-reclinavel-pneumatica-giratoria-de-360-cor-preta-formato-de-base-redonda-_JM#polycard_client=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
Geladeira Frost Free Duplex 386 Litros Crm44ab Branca Consul Cor Branco 220v,3.149,R$2.754,12% OFF no Pix ou Saldo no Mercado Pago,https://www.mercadolivre.com.br/geladeira-frost-free-duplex-386-litros-crm44ab-branca-consul-cor-branco-220v/p/MLB22818567?pdp_filters=item_id%3AMLB3637681400#polycard_client=offers&wid=MLB3637681400&sid=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
Bermuda Tectel Masculino Leve Fresca Bolsos Frontais,49,"R$33,90",32% OFF,https://produto.mercadolivre.com.br/MLB-4930586574-bermuda-tectel-masculino-leve-fresca-bolsos-frontais-_JM#polycard_client=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
Modelador De Cachos Taiff Curves Automático 32mm Cor Preto Bivolt 127v/240v,452,"R$452,80",,https://www.mercadolivre.com.br/modelador-de-cachos-taiff-curves-automatico-32mm-cor-preto-bivolt-127v240v/p/MLB36617030?pdp_filters=item_id%3AMLB4661172502#polycard_client=offers&wid=MLB4661172502&sid=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
Cafeteira Nescafé Dolce Gusto Arno Genio S Plus Dgs2 Preta Cor Preto 110v,779,"R$579,90",25% OFF,https://www.mercadolivre.com.br/cafeteira-nescafe-dolce-gusto-arno-genio-s-plus-dgs2-preta-cor-preto-110v/p/MLB17003267?pdp_filters=item_id%3AMLB2919076969#polycard_client=offers&wid=MLB2919076969&sid=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
Edredom Sherpa Cobertor E Coberdrom Casal Queen Grosso Core Cor Avelã,117,"R$109,66",6% OFF,https://www.mercadolivre.com.br/edredom-sherpa-cobertor-e-coberdrom-casal-queen-grosso-core-cor-avel/p/MLB24198840?pdp_filters=item_id%3AMLB3657585121#polycard_client=offers&wid=MLB3657585121&sid=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
Computador Completo Intel I5 3º G 8gb Hd Ssd 240gb Monitor Hdmi,1.387,R$985,28% OFF,https://www.mercadolivre.com.br/computador-completo-intel-i5-3-g-8gb-hd-ssd-240gb-monitor-hdmi/p/MLB45903903?pdp_filters=item_id%3AMLB4013782077#polycard_client=offers&wid=MLB4013782077&sid=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
Geladeira Crb36a Frost Free 300 Litros Com Freezer Supercapacidade Cor Branca Consul 110v,2.599,R$2.273,12% OFF no Pix ou Saldo no Mercado Pago,https://www.mercadolivre.com.br/geladeira-crb36a-frost-free-300-litros-com-freezer-supercapacidade-cor-branca-consul-110v/p/MLB6077883?pdp_filters=item_id%3AMLB2025368046#polycard_client=offers&wid=MLB2025368046&sid=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
"Tela Galvanizada Galinheiro 1,50x50metros Fio 23 Horta",366,R$228,37% OFF,https://produto.mercadolivre.com.br/MLB-3565477705-tela-galvanizada-galinheiro-150x50metros-fio-23-horta-_JM#polycard_client=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
Relógio Feminino Digital Champion Original Ch40142s Cor Da Correia Prata Redondo Cor Do Bisel Prata Cor Do Fundo Led Branco,311,"R$212,80",31% OFF no Pix,https://www.mercadolivre.com.br/relogio-feminino-digital-champion-original-ch40142s-cor-da-correia-prata-redondo-cor-do-bisel-prata-cor-do-fundo-led-branco/p/MLB25470981?pdp_filters=item_id%3AMLB4601052064#polycard_client=offers&wid=MLB4601052064&sid=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
Chapinha Profissional De Alisamento Pro 480 Velox Mq Professional Bivolt,454,"R$343,76",24% OFF no Pix,https://www.mercadolivre.com.br/chapinha-profissional-de-alisamento-pro-480-velox-mq-professional-bivolt/p/MLB37405217?pdp_filters=item_id%3AMLB3918338021#polycard_client=offers&wid=MLB3918338021&sid=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
Máquina De Lavar Bwf15ab 15kg Tira Manchas Branca Brastemp Cor Branco 220v,2.549,R$2.099,17% OFF,https://www.mercadolivre.com.br/maquina-de-lavar-bwf15ab-15kg-tira-manchas-branca-brastemp-cor-branco-220v/p/MLB27702613?pdp_filters=item_id%3AMLB4119804368#polycard_client=offers&wid=MLB4119804368&sid=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
Cápsulas De Café Ristretto Intensidade 11 Com 20 Unidades L'or,59,"R$33,58",43% OFF,https://www.mercadolivre.com.br/capsulas-de-cafe-ristretto-intensidade-11-com-20-unidades-lor/p/MLB18400944?pdp_filters=item_id%3AMLB2084416806#polycard_client=offers&wid=MLB2084416806&sid=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
Celular Xiaomi Redmi 14c 256gb 8gb Ram + Nf+brinde Original,1.400,R$1.106,21% OFF,https://produto.mercadolivre.com.br/MLB-5186754372-celular-xiaomi-redmi-14c-256gb-8gb-ram-nfbrinde-original-_JM#polycard_client=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
"Smart Tv LG 50  4k Uhd Led Alexa, Thinq Ai, Hdr10, Webos 24 Controle Smart Magic- 50ut8050",3.299,R$2.969,10% OFF no Pix,https://www.mercadolivre.com.br/smart-tv-lg-50-4k-uhd-led-alexa-thinq-ai-hdr10-webos-24-controle-smart-magic-50ut8050/p/MLB39457123?pdp_filters=item_id%3AMLB3969669499#polycard_client=offers&wid=MLB3969669499&sid=offers&deal_print_id=68d8c770-7fcf-4138-8c89-e43ac89150dd&tracking_id=e9325fbd-e0f8-4622-906a-49e12c3dd280
,,,,
Chinelo Ortopedico Modare Feminino Esporão Massageador Macio,78,"R$69,99",11% OFF,https://produto.mercadolivre.com.br/MLB-1981998971-chinelo-ortopedico-modare-feminino-esporo-massageador-macio-_JM#polycard_client=offers&deal_print_id=cbb4f377-90cd-443c-bcf6-3b8eec0b8b9d&tracking_id=462fb1ff-cc0d-452e-bca8-08a5474fd9df
Lavadora De Roupas Electrolux Essencial Care 11kg (les11) 220v,1.899,R$1.574,17% OFF no Pix ou Saldo no Mercado Pago,https://www.mercadolivre.com.br/lavadora-de-roupas-electrolux-essencial-care-11kg-les11-220v/p/MLB15950022?pdp_filters=item_id%3AMLB2042425025#polycard_client=offers&wid=MLB2042425025&sid=offers&deal_print_id=cbb4f377-90cd-443c-bcf6-3b8eec0b8b9d&tracking_id=462fb1ff-cc0d-452e-bca8-08a5474fd9df
"Smartphone Motorola Razr 50 Ultra - 512gb 24gb (12gb Ram+12gb Ram Boost) Tela Dobrável 6,9  Poled E Externa 4 Moto Ai Camera Ipx8 - Peach Fuzz",7.499,R$3.509,53% OFF no Pix ou Saldo no Mercado Pago,https://www.mercadolivre.com.br/smartphone-motorola-razr-50-ultra-512gb-24gb-12gb-ram12gb-ram-boost-tela-dobravel-69-poled-e-externa-4-moto-ai-camera-ipx8-peach-fuzz/p/MLB38619512?pdp_filters=item_id%3AMLB3880831665#polycard_client=offers&wid=MLB3880831665&sid=offers&deal_print_id=cbb4f377-90cd-443c-bcf6-3b8eec0b8b9d&tracking_id=462fb1ff-cc0d-452e-bca8-08a5474fd9df
Chapinha Profissional Mq Pro 480 Turbo Cor Black E Detalhes Silver 110v/220v,599,"R$356,53",40% OFF no Pix,https://www.mercadolivre.com.br/chapinha-profissional-mq-pro-480-turbo-cor-black-e-detalhes-silver-110v220v/p/MLB26703117?pdp_filters=item_id%3AMLB3956763537#polycard_client=offers&wid=MLB3956763537&sid=offers&deal_print_id=cbb4f377-90cd-443c-bcf6-3b8eec0b8b9d&tracking_id=462fb1ff-cc0d-452e-bca8-08a5474fd9df
Secador Taiff Tourmaline Íon 2100w  Alta Performance 127 V Preto,639,R$334,47% OFF,https://www.mercadolivre.com.br/secador-taiff-tourmaline-ion-2100w-alta-performance-127-v-preto/p/MLB23888631?pdp_filters=item_id%3AMLB4335298998#polycard_client=offers&wid=MLB4335298998&sid=offers&deal_print_id=cbb4f377-90cd-443c-bcf6-3b8eec0b8b9d&tracking_id=462fb1ff-cc0d-452e-bca8-08a5474fd9df
Precon 23.019.242 Telha Pvc Plan 2.42x0.88 Ceramica,93,"R$71,99",23% OFF,https://www.mercadolivre.com.br/precon-23019242-telha-pvc-plan-242x088-ceramica/p/MLB34164666?pdp_filters=item_id%3AMLB3709323077#polycard_client=offers&wid=MLB3709323077&sid=offers&deal_print_id=cbb4f377-90cd-443c-bcf6-3b8eec0b8b9d&tracking_id=462fb1ff-cc0d-452e-bca8-08a5474fd9df
Balança De Plataforma Digital 200 Kg 40x30 1 Garantia +nf,519,R$519,,https://produto.mercadolivre.com.br/MLB-5187150922-balanca-de-plataforma-digital-200-kg-40x30-1-garantia-nf-_JM#polycard_client=offers&deal_print_id=cbb4f377-90cd-443c-bcf6-3b8eec0b8b9d&tracking_id=462fb1ff-cc0d-452e-bca8-08a5474fd9df
Monitor Pc Gamer LG 24ms500 24 Ips 100hz Full Hd Hdmi 2x,666,"R$599,89",10% OFF,https://www.mercadolivre.com.br/monitor-pc-gamer-lg-24ms500-24-ips-100hz-full-hd-hdmi-2x/p/MLB42554358?pdp_filters=item_id%3AMLB4012921399#polycard_client=offers&wid=MLB4012921399&sid=offers&deal_print_id=cbb4f377-90cd-443c-bcf6-3b8eec0b8b9d&tracking_id=462fb1ff-cc0d-452e-bca8-08a5474fd9df
Caixa De Som Bluetooth Partybox Stage 320 Jbl Blpbstage320br Preta 110v/220v,3.759,R$3.759,,https://www.mercadolivre.com.br/caixa-de-som-bluetooth-partybox-stage-320-jbl-blpbstage320br-preta-110v220v/p/MLB36336899?pdp_filters=item_id%3AMLB3959902245#polycard_client=offers&wid=MLB3959902245&sid=offers&deal_print_id=cbb4f377-90cd-443c-bcf6-3b8eec0b8b9d&tracking_id=462fb1ff-cc0d-452e-bca8-08a5474fd9df
Samsung Galaxy A35 5g Dual Sim 256gb Azul Escuro 8 Gb Ram,2.398,R$2.158,10% OFF no Pix,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=LBKeOEXYsvuEBDwHbatXQ1EDzlOWI8x8sxYMuNEzbOS5vFlO2UNVoEzBeh7yhDKBfgKJ0O6LEzT8Wq6T5F5H2kqzczPlkntMh9EjXaFYNu8rxX6UPRPNWgYswE0ba8UH%2FnNalNdEaBr1eZqJb2xbSwh0mkvpeKTL0Fj1n2o43yWCOyhq283HCu57WYQGSMY74NqdM9RZ3yM3e6atMd23ndUquaOMdAQJgcffsKgow12kgqE6UqF9jIjYejKZiTCoMoy3uyrpnnp8NLXaMGFcL5jQfz5RU8X2lqVYfBrrQVXX0DB%2BakHVQC0v6y%2F8JoW2lPE8V6yBNYwssmtTzzuMyLdm5HCQKf%2BbA8loO7scmYqBa0jonPdUaY77SplevzeYOsskuMQ70nMTDBlBXF3BAA7Ys5yqpc%2Fwdklq0nWLEuNNCqB3SdD28%2FJlkp43W5v3doMwZ%2BymDlA2BBxnLS0LH05Xl2M%2BNQKoz01P8emLxnmbTKuhl7LK84d2vaYQS%2BPSdTDIVUiFsZHZFigaIZYXGpEhl%2FsMNxsC%2FC9ylxfB2w%3D%3D&url=https%3A%2F%2Fwww.mercadolivre.com.br%2Fsamsung-galaxy-a35-5g-dual-sim-256gb-azul-escuro-8-gb-ram%2Fp%2FMLB34729843%23wid%3DMLB3767334695%26sid%3Doffers%26searchVariation%3DMLB34729843%26position%3D10%26search_layout%3Dgrid%26deal_print_id%3Dcbb4f377-90cd-443c-bcf6-3b8eec0b8b9d%26tracking_id%3D462fb1ff-cc0d-452e-bca8-08a5474fd9df&lm=-632465628#polycard_client=offers&deal_print_id=cbb4f377-90cd-443c-bcf6-3b8eec0b8b9d&tracking_id=462fb1ff-cc0d-452e-bca8-08a5474fd9df&wid=MLB3767334695&sid=offers
Taiff Black Ion Secador De Cabelo Profissional 2000w Cor Preto 110v,497,"R$247,86",50% OFF,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=SWGAa5QEGNEsehD8QQab3jmIpYojM%2FROnl70CX%2Fea3aNVOoNfcx6748aUy70J3CwPX%2F0USSkoyMyUrIA1PBFSw7Qi5Mt4fljWFka6V5oH61I8KSQUXA07v%2FwbqGQ2k2kDSEkR3tOE%2FnJYqSB50adoG0Ohw1BmoliDbMgboINOGHn5Fy8qpq4tr%2BVm6rneoIRMYKdjHOw1cTSCh16%2F6a%2FpyvbWV6VK1TPCkuxhzrGLHAegOhhoDsjpT9mnj2LqqxZuoDy1phBdYve%2BJYlGhRnAS2xTcMCzRrGzmenfgdza4%2FNh%2B2%2BzrDcnEQDORWWMArAtCvYVKxwGwEDOVM7N3nS1NqgSEADFzXUkTn0VsWQuXRNLHz9FZt%2FzRnjc1uvtrTMaffBqNXVN3ieLyGrlzeiee1z0XJJHNbEgvwIuPHkpoxwhGmMKbxfEOVENC%2BaP60JQ1bEbrc%2Bpe0XL8bAd55IFwVwO2621IKf1gGwXe%2FzvBCn6L53vGlbKyPcMnMW9lgO80VOF9TKYiOvIVEw5DhQWGLkxPe6JMzONHqoHUi6rqLf&url=https%3A%2F%2Fwww.mercadolivre.com.br%2Ftaiff-black-ion-secador-de-cabelo-profissional-2000w-cor-preto-110v%2Fp%2FMLB18580665%23wid%3DMLB2184370755%26sid%3Doffers%26searchVariation%3DMLB18580665%26position%3D11%26search_layout%3Dgrid%26deal_print_id%3Dcbb4f377-90cd-443c-bcf6-3b8eec0b8b9d%26tracking_id%3D462fb1ff-cc0d-452e-bca8-08a5474fd9df&lm=-1109965341#polycard_client=offers&deal_print_id=cbb4f377-90cd-443c-bcf6-3b8eec0b8b9d&tracking_id=462fb1ff-cc0d-452e-bca8-08a5474fd9df&wid=MLB2184370755&sid=offers
Kit 12 Cuecas Masculinas Boxer Polo Wear,179,"R$129,10",28% OFF no Pix,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=%2BSWl8xAhgwa0a3SAxjF3u8oYPszQBWcHc99sg8okC2EoWKL16oC63s2xbgo66CdyTdy%2FQ3i%2B767euconmkSYe4ViBJI2rQKGNApbYVZf1BG%2B%2BZ5ZCUYUtreviywzbShTU1XK4WzAG%2BToP7uskiWfD1EtKUTopPNeUz1OjDRPBAGRP0Z6EmNYTupSw4unRfIAj7bcDh18OHxj1RdqS6XE103UCTbPWzh8iy7liI7x0qcglt1qr7RGF7N2ZFtcsFSn75TbW5dpENqzooS8WI%2FwzHWicfFjFI4fWPPN6zODvmj%2Bwp0TSCCaY%2B3gmkBmRc%2F1K7H3%2FklpaYRjpAT0Hj3EaEKSj8JjRIMEFXBhnsiO4qz0u3Z%2BSg4b8DdXeulavPtWFRHofBHDOtqSBVFBE3mEoWZV0iNDYtVCfxGMtBZDWm5WsQCor15Cjk6s%2FmMZCpn%2FrsWgxKwjUvvgoIIAb3sfxr0dRXf7Jo1gOrYqRcjxWg3cNsCcNPeamQtuV9o%2FYnlaDVJ1bbhiT2r1CZsMz%2B2USsJdQmaISj1WWt7uaY2KjgtK&url=https%3A%2F%2Fproduto.mercadolivre.com.br%2FMLB-1812088724-kit-12-cuecas-masculinas-boxer-polo-wear-_JM%23searchVariation%3D0%26position%3D12%26search_layout%3Dgrid%26deal_print_id%3Dcbb4f377-90cd-443c-bcf6-3b8eec0b8b9d%26tracking_id%3D462fb1ff-cc0d-452e-bca8-08a5474fd9df&lm=-2112279750#polycard_client=offers&deal_print_id=cbb4f377-90cd-443c-bcf6-3b8eec0b8b9d&tracking_id=462fb1ff-cc0d-452e-bca8-08a5474fd9df
"Purificador De Água Consul Cpc31abona Branco 1,5 Litros Com Filtro De Máxima Tecnologia Branco",317,"R$317,89",,https://www.mercadolivre.com.br/purificador-de-agua-consul-cpc31abona-branco-15-litros-com-filtro-de-maxima-tecnologia-branco/p/MLB20557276?pdp_filters=item_id%3AMLB4034201163#polycard_client=offers&wid=MLB4034201163&sid=offers&deal_print_id=cbb4f377-90cd-443c-bcf6-3b8eec0b8b9d&tracking_id=462fb1ff-cc0d-452e-bca8-08a5474fd9df
Kit 6 Cuecas Boxer Reebok Sem Costura Microfibra Original,116,"R$68,99",40% OFF,https://produto.mercadolivre.com.br/MLB-4703022818-kit-6-cuecas-boxer-reebok-sem-costura-microfibra-original-_JM#polycard_client=offers&deal_print_id=cbb4f377-90cd-443c-bcf6-3b8eec0b8b9d&tracking_id=462fb1ff-cc0d-452e-bca8-08a5474fd9df
Kit 3 Camisetas Térmicas Masculina Segunda Pele Camisa Uv50-,122,"R$76,19",38% OFF,https://produto.mercadolivre.com.br/MLB-1886834300-kit-3-camisetas-termicas-masculina-segunda-pele-camisa-uv50--_JM#polycard_client=offers&deal_print_id=cbb4f377-90cd-443c-bcf6-3b8eec0b8b9d&tracking_id=462fb1ff-cc0d-452e-bca8-08a5474fd9df
Cadeira Conceito De Escritório Diretor Ergonomica Presidente Giratória Resistente E Confortável Para Computador Home Office Em Tela Com Rodizio Na Cor Preta,1.458,R$875,40% OFF,https://www.mercadolivre.com.br/cadeira-conceito-de-escritorio-diretor-ergonomica-presidente-giratoria-resistente-e-confortavel-para-computador-home-office-em-tela-com-rodizio-na-cor-preta/p/MLB41262045?pdp_filters=item_id%3AMLB5069184202#polycard_client=offers&wid=MLB5069184202&sid=offers&deal_print_id=cbb4f377-90cd-443c-bcf6-3b8eec0b8b9d&tracking_id=462fb1ff-cc0d-452e-bca8-08a5474fd9df
Forno Elétrico Philco 50l Pfe52p Dupla Resistência 220v,529,R$405,23% OFF,https://www.mercadolivre.com.br/forno-eletrico-philco-50l-pfe52p-dupla-resistncia-220v/p/MLB28529447?pdp_filters=item_id%3AMLB3545049191#polycard_client=offers&wid=MLB3545049191&sid=offers&deal_print_id=cbb4f377-90cd-443c-bcf6-3b8eec0b8b9d&tracking_id=462fb1ff-cc0d-452e-bca8-08a5474fd9df
Bicicleta Ergométrica Para Spinning Mecanica 6kg Odin Fit Cor Preto E Vermelho,1.899,R$1.899,,https://www.mercadolivre.com.br/bicicleta-ergometrica-para-spinning-mecanica-6kg-odin-fit-cor-preto-e-vermelho/p/MLB24540772?pdp_filters=item_id%3AMLB3808422098#polycard_client=offers&wid=MLB3808422098&sid=offers&deal_print_id=cbb4f377-90cd-443c-bcf6-3b8eec0b8b9d&tracking_id=462fb1ff-cc0d-452e-bca8-08a5474fd9df
Secador De Cabelos Style Azul Tiffany 2000w Taiff 110v,418,"R$212,28",49% OFF,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=rD1ZnUD8PZbSWnSagaN6wYaUjrlw9rugJb1GQcAtkqpxr2XyDalvK3m9vZ8rQ20NSlZwLMaG4KWWlrwex9cGUs6h1UFOe0gt5FTmxhhGwd0LB84yG2UW88c9vVy%2BakcerYFyeNews%2BRfXu4%2BCIEVEo23uZx2nChfoO8f4Dfi6jKxoYVhVpXRhOAa0yj1zFsFemsiQefFcoKccdcH56BaQkR6pW3s0K8OQRYiRbOgGbiwjuzEBrhiXl5OJMT%2FvKXYrQZ05B9v9OEmy6qk8s6cyyUdCdM75ve0dlfs3bKp6q3Y8Zr2bg0MGvmDdy%2FU%2FxLdIGq%2FtbqKGFoML8glVZUidXCvOH2Turc0Fzvxsf5TIZg92HgBMaQ8nn7YtQdN8voqZv1mI%2BaiymWgEOwc1RishO%2BJNCIh%2FL1bcDrp0h30DeYTBtDXjlx2%2BnB334PPOsJkrlSPr5H720dylRqcVpBdtXbgt9%2B%2FXPVEqN0krdPAMeRXD5cTarGAa0J2mKse6VoKgvBJUtlWBccfhskrWhGPaGXp%2FcZXrRs0N1apCPA56A%3D%3D&url=https%3A%2F%2Fwww.mercadolivre.com.br%2Fsecador-de-cabelos-style-azul-tiffany-2000w-taiff-110v%2Fp%2FMLB18572379%23wid%3DMLB4752598404%26sid%3Doffers%26searchVariation%3DMLB18572379%26position%3D19%26search_layout%3Dgrid%26deal_print_id%3Dcbb4f377-90cd-443c-bcf6-3b8eec0b8b9d%26tracking_id%3D462fb1ff-cc0d-452e-bca8-08a5474fd9df&lm=1059459905#polycard_client=offers&deal_print_id=cbb4f377-90cd-443c-bcf6-3b8eec0b8b9d&tracking_id=462fb1ff-cc0d-452e-bca8-08a5474fd9df&wid=MLB4752598404&sid=offers
